ID,N,E,"Accuracy (radius, m)","Thickness, m","Absolute elevation, m a.s.l.",Type of excavation,Geomorphological position modern,Geomorphological position,Name of geographic feature,Nearest locality,Administrative unit,Type of deposits,Stratigraphic position,Chronological data available,Dating method,Number of magnetostratigraphy boundaries,Number of  14С dates ,Number of  OSL dates,Number of  TL dates,Number of (U–Th)/He dates ,Publication 1,DOI / link 1,Publication 2,DOI / link 2,Publication 3,DOI / link 3,Publication 4,DOI / link 4,Principal investigator,Comments,Data contributor,n_sources
1,44.78053,44.16336,5000,1–100,90–130,ND,ND,ND,Буденновск,Буденновск,ND,alluvium; loess; loess-like loam; loess-like silty loam; marine deposits; slope deposits,Lower Pleistocene; Middle Pleistocene; Upper Pleistocene; Holocene,Yes,OSL; TL; magnetostratigraphy,ND,ND,ND,ND,ND,Галай Научные статьи.pdf,ND,Галай_1981_Некотороые закономерности строения лессовых толщ.pdf,ND,Диссертация Галай,ND,Трофимов_ред._Лессовый покров Земли_2001.pdf,ND,ND,консолидировано из 5 источн.; г. Буденновск || г. Буденновск,auto-extraction (loess pipeline),5
43,53.82855,68.74502,5000,30–100,ND,ND,ND,ND,Степное,Степное,ND,loess; loess-like silty loam; marine deposits; slope deposits,Lower Pleistocene; Middle Pleistocene; Upper Pleistocene; Holocene,Yes,magnetostratigraphy,ND,ND,ND,ND,ND,Галай Научные статьи.pdf,ND,Диссертация Галай,ND,Трофимов_ред._Лессовый покров Земли_2001.pdf,ND,ND,ND,ND,"консолидировано из 3 источн.; c. Степное || «б – лёсс зернистой структуры с водостойкой недоуплотненностью (с. Степное, глубина 5,5 м)»",auto-extraction (loess pipeline),3
44,51.6649,42.2468,5000,20,5863,ND,ND,ND,Посевкино,Посевкино,ND,alluvium; loess; loess-like loam; loess-like silty loam; marine deposits; slope deposits; till,Lower Pleistocene; Middle Pleistocene; Upper Pleistocene; Holocene,Yes,magnetostratigraphy,ND,ND,ND,ND,ND,Gerasimov_IP_Velichko_AA_1980_Vozrast_i_rasprostranenie_maksimalnogo_oledeneniya_Vostochnoi_Evropi.pdf,ND,Velichko_AA_1997_Lessovo-pochvennaya_formaciya_Vostochno-Evropeiskoi_ravnini.pdf,ND,Velichko_AA_1997_Lessovo-pochvennaya_formaciya_Vostochno_evropeiskoi_ravnini.pdf,ND,Болиховская.1995. Эволюция ле,ND,ND,"консолидировано из 4 источн.; Более ярко признаки полигенетичности тамбовских почв проявляются в более южных разрезах: Посевкино, Верхний Карачан, Новохоперск, Клепки, – где каждая || Рис. 9. Строение надморенных покровных отложен",auto-extraction (loess pipeline),4
45,54.63196,28.20001,5000,1.2,ND,ND,ND,ND,Клепки,Клепки,ND,alluvium; loess; loess-like loam; loess-like silty loam; marine deposits; slope deposits; till,Lower Pleistocene; Middle Pleistocene; Upper Pleistocene; Holocene,Yes,14C; OSL; TL; magnetostratigraphy,ND,ND,ND,ND,ND,Gerasimov_IP_Velichko_AA_1980_Vozrast_i_rasprostranenie_maksimalnogo_oledeneniya_Vostochnoi_Evropi.pdf,ND,Velichko_AA_Grichuk_VP_1981_Voprosi_paleogeografii_pleistocena_lednikovih_i_periglyacialnih_oblastei.pdf,ND,Velichko_AA_Serebryannii_LR_1985_Metodi_rekonstrukcii_paleoklimatov.pdf,ND,Методы реконст,ND,ND,"консолидировано из 4 источн.; Более ярко признаки полигенетичности тамбовских почв проявляются в более южных разрезах: Посевкино, Верхний Карачан, Новохоперск, Клепки, – где каждая || разрез четвертичных отложений у с. Клепки",auto-extraction (loess pipeline),4
48,56.63994,39.5831,5000,0.5–36.7,84–90,ND,ND,ND,Парковый,Парковый,ND,alluvium; loess; loess-like loam; slope deposits,Middle Pleistocene; Upper Pleistocene; Holocene,Yes,OSL; magnetostratigraphy,ND,ND,ND,ND,ND,Трофимов_ред._Опорные разрезы лессовых пород_2008.pdf,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; На территории ключевого участка Парковый для определения мощности лессовой толщи... были пройдены опережающая скважина и шурф-дудка. || «Геологический разрез ключевого участка «Парковый»,auto-extraction (loess pipeline),1
49,53.33859,34.12136,5000,ND,ND,ND,ND,ND,Хотылево,Хотылево,ND,alluvium; loess; loess-like loam; loess-like silty loam; slope deposits,Lower Pleistocene; Middle Pleistocene; Upper Pleistocene; Holocene,Yes,ND,ND,ND,ND,ND,ND,Gerasimov_IP_1969_Loess_periglyacial_paleolit_na_territorii_Srednei_I_Vostochnoi_Evropi.pdf,ND,Velichko_AA_1975_Problemi_paleogeografii_lessovih_i_periglyacialnih_oblastei.pdf,ND,Velichko_AA_Morozova_TD_1996_Paleokriogenez_pochvennii_pokrov_i_zemledelie.pdf,ND,velichko1990.pdf,ND,ND,консолидировано из 6 источн.; Разрезы: I. Хотылево || Sand grain under SEM from Khotylevo Loess,auto-extraction (loess pipeline),6
50,57.07532,39.2644,5000,5.11–10.5,105,ND,ND,ND,Левина гора,Левина гора,ND,alluvium; loess; loess-like loam; loess-like silty loam; marine deposits; slope deposits; till,Lower Pleistocene; Middle Pleistocene; Upper Pleistocene; Holocene,Yes,14C; OSL; TL; magnetostratigraphy,ND,ND,ND,ND,ND,Kvasov_DD_Pozdnechetvertichnaya_istoriya_krupnih_ozer_i_vnutrennih_morei_Vostochnoi_evropi.pdf,ND,Markov_KK_1969_Putevoditel_ekskursii_Moskva_Verhnyaya_Volga.pdf,ND,Opornye_razrezy_ИСТОЧНИК???.pdf,ND,grichuk_v_p_istoriya_flory_i_rastitelnosti_russkoy_ravniny_v.pdf,ND,ND,"консолидировано из 5 источн.; Левина Гора* || «разрезы межледниковых отложений – Черемошник, Шурскол и Левина гора»",auto-extraction (loess pipeline),5
52,55.0528,38.57626,5000,0–80,ND,ND,ND,ND,Гололобово,Гололобово,ND,loess; loess-like loam; loess-like silty loam; marine deposits; slope deposits; till,Lower Pleistocene; Middle Pleistocene; Upper Pleistocene; Holocene,Yes,OSL; magnetostratigraphy,ND,ND,ND,ND,ND,Dodonov_AE_Velichko_AA_2003_Loess_and_Paleoenvironment_Abstracts_Guidebook.pdf,ND,Gerasimov_IP_Velichko_AA_1980_Vozrast_i_rasprostranenie_maksimalnogo_oledeneniya_Vostochnoi_Evropi.pdf,ND,Quarter 2013 better1.pdf,ND,Velichko_AA_1975_Problemi_paleogeografii_lessovih_i_periglyacialnih_oblastei.pdf,ND,ND,консолидировано из 9 источн.; разрез Гололобово || The Gololobovo Section,auto-extraction (loess pipeline),9
53,53.33859,34.12136,5000,ND,ND,ND,ND,ND,Хотылёво 2,Хотылёво 2,ND,alluvium; loess; loess-like loam; loess-like silty loam; marine deposits; slope deposits,Lower Pleistocene; Middle Pleistocene; Upper Pleistocene; Holocene,Yes,14C; OSL; TL,ND,ND,ND,ND,ND,Gavrilov_KN_2008_Verhnepaleoliticheskaya_stoyanka_Khotilevo2.pdf,ND,Quarter 2013 better1.pdf,ND,ND,ND,ND,ND,ND,консолидировано из 2 источн.; ВЕРХНЕПАЛЕОЛИТИЧЕСКАЯ СТОЯНКА ХОТЫЛЁВО 2 || ВЕРХНЕПАЛЕОЛИТИЧЕСКАЯ СТОЯНКА ХОТЫЛЁВО 2,auto-extraction (loess pipeline),2
56,57.19161,36.3207,5000,1.3–42,ND,ND,ND,ND,Шенское,Шенское,ND,alluvium; loess; loess-like loam; loess-like silty loam; slope deposits; till,Lower Pleistocene; Middle Pleistocene; Upper Pleistocene,Yes,14C,ND,ND,ND,ND,ND,Novenko_EYu_2011_Dinamika_lesnih_ekosistem_uga_Valdaiskoi_vozvishennosti_v_pozdnem_pleistocene_i_holocene.pdf,ND,Velichko_AA_FAustova_MA_1981_Pleistocenovie_oledeneniya_Vostochno_evropeiskoi_ravnini.pdf,ND,Velichko_AA_Starkel_L_1994_Paleogeograficheskaya_osnova_sovremennih_landshftov.pdf,ND,Zubakov_VA_,ND,ND,"консолидировано из 6 источн.; разрезы Гражданский Проспект, Дунаево, Кашин, Шестихино, Шенское, Ново-Мончалово || Такие разрезы озерных осадков как Кашин, Шен-ское, Шестихино могут рассматриваться как типичные для этого горизонта",auto-extraction (loess pipeline),6
59,45.03515,38.97724,5000,15–265,ND,ND,ND,ND,Краснодар,Краснодар,ND,alluvium; loess; loess-like silty loam; slope deposits,Lower Pleistocene; Middle Pleistocene; Upper Pleistocene,Yes,magnetostratigraphy,ND,ND,ND,ND,ND,84_1963_lebedeva_antropogene.pdf,ND,Cherednichenko_LI_1979_Relief_i_chetvertichnie_otlozheniya_Zapadnogo_Predkavkaziya.pdf,ND,Лебедева. 1963.  Континентальные антропогеновые отложения Азово-Кубанского прогиба.PDF,ND,Лебедева_1963_Континентальные антропогеновые отложения Азово_Кубанского прогиба.pdf,ND,ND,консолидировано из 6 источн.; В разрезах скважин у Краснодара (Қ-161) || скважин К-161 и К-149 у г. Краснодара,auto-extraction (loess pipeline),6
60,56.39331,29.15695,5000,ND,210,ND,ND,ND,Микулино,Микулино,ND,alluvium; loess; loess-like loam; loess-like silty loam; marine deposits; slope deposits; till,Lower Pleistocene; Middle Pleistocene; Upper Pleistocene; Holocene,Yes,14C; OSL; TL; magnetostratigraphy,ND,ND,ND,ND,ND,BolikhovskayaFaustovMarkova_QI_409_2016_pp_16-32.pdf,ND,Gerasimov_IP_1965_Poslednii_Evropeiskii_lednikovii_pokrov.pdf,ND,Kaplin_PA_1976_Rukovodstvo_po_izucheniu_noveishih_otlozhenii.pdf,ND,Markov_KK_1961_Relief_i_stratigrafiya_chetvertichnih_otlozhenii_NW_Russkoi_ravnini.pdf,ND,ND,консолидировано из 13 источн.; Mikulino || Погребенный рисс-вюрмский (шельский) межледниковый торфяник у с. Микулино,auto-extraction (loess pipeline),13
63,47.85079,35.11829,5000,4.6–8,ND,ND,ND,ND,Запорожье,Запорожье,ND,alluvium; loess; loess-like silty loam; marine deposits; slope deposits; volcanic ash,Lower Pleistocene; Middle Pleistocene; Upper Pleistocene; Holocene,Yes,14C; TL; magnetostratigraphy,ND,ND,ND,ND,ND,Kriger_NI_1965_Less_ego_svoistva_i_svyaz_s_geograficheskoi_sredoi.pdf,ND,Markov_KK_1976_Razrez_noveishih_oltozhenii_Severo_vostochnogo_Priazoviya.PDF,ND,Velichko_AA_1975_Problemi_paleogeografii_lessovih_i_periglyacialnih_oblastei.pdf,ND,Velichko_AA_Grichuk_VP_1981_Voprosi_paleogeografii_pleistocena_led,ND,ND,консолидировано из 10 источн.; Запорожья || Запорожье,auto-extraction (loess pipeline),10
66,47.0061,39.04642,5000,0.47–18,6–8,ND,ND,ND,Семибалки-1,Семибалки-1,ND,alluvium; loess; loess-like loam; loess-like silty loam; marine deposits; slope deposits,Lower Pleistocene; Middle Pleistocene; Upper Pleistocene; Holocene,Yes,14C; OSL; TL; magnetostratigraphy,ND,ND,ND,ND,ND,2006 Позднекайнозойская геологическая история севера аридной зоны.pdf,ND,Beglitsa 2018.pdf,ND,Величко (2009). Особенности строения лёссово-повенной...pdf,ND,Величко azov article.pdf,ND,ND,консолидировано из 4 источн.; в разрезе Семибалки-1 присутствует фауна с пеструшкой Prolagurus pannonicus-posterius || Полученные результаты палинологического анализа разреза Семибалки-1 свидетельствуют о наличии большого количест,auto-extraction (loess pipeline),4
67,51.39448,39.04695,5000,0.01–0.15,ND,ND,ND,ND,Костенки,Костенки,Воронежская область,alluvium; loess; loess-like loam; loess-like silty loam; slope deposits; till; volcanic ash,Lower Pleistocene; Middle Pleistocene; Upper Pleistocene; Holocene,Yes,14C; OSL; TL; magnetostratigraphy,ND,ND,ND,ND,ND,2014 ПАНИН А.В. Методы палеогеографических исследований. Четвертичная геохронология.pdf,ND,Gerasimova_MM_Astakhov_SN_2007_Paleoliticheskii_chelovek_ego_materialnaya_kultura_i_prirodnaya_sreda_obitaniya.pdf,ND,Melekestsev et al_2005.pdf,ND,Shancer_EV_1982_Chetvertichnaya_sistema_polutom1.pdf,ND,ND,консолидировано из 9 источн.; Целый ряд таких памятников уже более ста лет исследуется в Костенковско-Борщевском археологическом районе на верхнем Дону. || село Костенки Хохольского района,auto-extraction (loess pipeline),9
68,45.03172,41.13924,5000,0.15–160,70,ND,ND,ND,Фортштадт,Фортштадт,ND,alluvium; loess-like loam; loess-like silty loam; marine deposits; slope deposits,Lower Pleistocene; Middle Pleistocene; Upper Pleistocene; Holocene,Yes,14C; OSL; TL; magnetostratigraphy,ND,ND,ND,ND,ND,84_1963_lebedeva_antropogene.pdf,ND,Лебедева. 1963.  Континентальные антропогеновые отложения Азово-Кубанского прогиба.PDF,ND,Лебедева_1963_Континентальные антропогеновые отложения Азово_Кубанского прогиба.pdf,ND,ND,ND,ND,"консолидировано из 3 источн.; у Бовкуновского мыса, в обрывах р. Кубани, южнее пос. Фортштадт || У пос. Фортштадт, где прочноокопский горизонт был обнаружен впервые... В выемке дороги, поднимающейся от Кубани к пос. Фортштадт... и",auto-extraction (loess pipeline),3
69,50.59509,32.38667,5000,ND,ND,ND,ND,ND,Прилуки,Прилуки,ND,alluvium; loess; loess-like loam; loess-like silty loam; marine deposits; slope deposits; till,Lower Pleistocene; Middle Pleistocene; Upper Pleistocene; Holocene,Yes,14C; OSL; TL; magnetostratigraphy,ND,ND,ND,ND,ND,Bolihovskaya_NS_Kaplin_PA_2008_Problemi_paleogeografii_i_stratigrafii_pleistocena_Vipusk2.pdf,ND,Gerasimov_IP_Velichko_AA_1980_Vozrast_i_rasprostranenie_maksimalnogo_oledeneniya_Vostochnoi_Evropi.pdf,ND,Kaplin_PA_Yanina_TA_2010_Metody_paleogeograficheskih_rekonstrukcii.pdf,ND,Quarter 2013 better1.pdf,ND,ND,"консолидировано из 8 источн.; Судя по разрезу Прилуки, микротериофауну хазарского комплекса содержит горизонт полигенетической каменской почвы || Бедная по составу хазарская микротериофауна, извлеченная из кротовинного горизонта р",auto-extraction (loess pipeline),8
70,49.6867,23.15403,5000,15,ND,ND,ND,ND,Крукеничи,Крукеничи,ND,alluvium; loess; loess-like loam; loess-like silty loam; marine deposits; slope deposits; till,Middle Pleistocene; Upper Pleistocene; Holocene,Yes,TL; magnetostratigraphy,ND,ND,ND,ND,ND,Bondarchuk_VG_1974_Materiali_po_chetvertichnomu_periodu_Ukraini.pdf,ND,Kuznetsov_VA_1974_Geologiya_i_geohimiya_antropogena_Belorussii.pdf,ND,Velichko_AA_Grichuk_VP_1981_Voprosi_paleogeografii_pleistocena_lednikovih_i_periglyacialnih_oblastei.pdf,ND,grichuk_v_p_istoriya_flory_i_rastitelnosti_russkoy_rav,ND,ND,консолидировано из 6 источн.; Рис. 3. Геологические раз- ... уі - Крукеничи || у с. Крукеничи,auto-extraction (loess pipeline),6
74,53.25633,41.49903,5000,2–8,140–150,ND,ND,ND,Старое Грязное,Старое Грязное,ND,alluvium; loess; loess-like loam; loess-like silty loam; marine deposits; slope deposits; till,Lower Pleistocene; Middle Pleistocene; Upper Pleistocene; Holocene,Yes,ND,ND,ND,ND,ND,ND,Shik_SM_Grichuk_VP_1977_Miotsen_Oksko-Donskoi_ravnini.pdf,ND,Иосифова. Миоцен Окско-Донской равнины. 1977.pdf,ND,ND,ND,ND,ND,ND,консолидировано из 2 источн.; Самый полный разрез описан в обнажениях около с. Старое Грязное (рис. 18) || наибольшую мощность имеет на юго-западной окраине с. Старое Грязное,auto-extraction (loess pipeline),2
75,51.56245,38.75698,5000,1.5–2.5,ND,ND,ND,ND,Хохол,Хохол,ND,alluvium; loess; loess-like loam; loess-like silty loam; marine deposits; slope deposits; till; volcanic ash,Lower Pleistocene; Middle Pleistocene; Upper Pleistocene; Holocene,Yes,OSL; magnetostratigraphy,ND,ND,ND,ND,ND,Velichko_AA_1975_Problemi_paleogeografii_lessovih_i_periglyacialnih_oblastei.pdf,ND,Диссертация Сычева С.А.pdf,ND,Курсовая  Сычёвой С. 1971г..pdf,ND,ND,ND,ND,консолидировано из 3 источн.; Таблица 1 … Хохол … || В разрезе у г. Хохол (бассейн р. Дон),auto-extraction (loess pipeline),3
78,52.18079,35.87058,5000,0.1–2,ND,ND,ND,ND,Горки,Горки,ND,alluvium; loess; loess-like loam; loess-like silty loam; marine deposits; slope deposits; till,Lower Pleistocene; Middle Pleistocene; Upper Pleistocene; Holocene,Yes,14C; OSL; TL; magnetostratigraphy,ND,ND,ND,ND,ND,Markov_KK_Popov_AI_1959_Lednikovii_pokrov_na_territorii_evropeiskoi_chasti_SSSR_i_Sibiri.pdf,ND,Markov_KK_Popov_AI_1960_Periglyacialnie_yavleniya_na_territorii_SSSR.pdf,ND,Quarter 2013 better1.pdf,ND,Velichko_AA_1984_Late-Quaternary_Environments_of_the_Soviet_Union.pdf,ND,ND,консолидировано из 5 источн.; Аналогично строение холма у с. Горки || Иногда долина прорезает межморенные пески (д. Горки).,auto-extraction (loess pipeline),5
82,55.92692,40.80444,5000,16.3–47,ND,ND,ND,ND,Афонино,Афонино,ND,alluvium; loess; loess-like loam; loess-like silty loam; slope deposits,Lower Pleistocene; Middle Pleistocene; Upper Pleistocene; Holocene,Yes,magnetostratigraphy,ND,ND,ND,ND,ND,Трофимов_ред._Лессовый покров Земли_2001.pdf,ND,Трофимов_ред._Опорные разрезы лессовых пород_2008.pdf,ND,ND,ND,ND,ND,ND,консолидировано из 2 источн.; Рис. 58. Геологический разрез района опорного разреза “Афонино” || лёссовых пород1 разреза “Афонино”,auto-extraction (loess pipeline),2
